title,rating
6 Underground,6.1
The Chosen,6.6
Billa,7.2
"Oh, Hello On Broadway",7.7
Steve Martin and Martin Short: An Evening You Will Forget for the Rest of Your Life,7.1
Ku'damm 56,7.6
The Fault in Our Stars,7.7
Young & Wild,6
Blood,6.8
Our Brand Is Crisis,6.1
null,6.3
True: Magical Friends,0
Rowdy Rathore,5.7
One Last Shot,6.7
The Squid and the Whale,7.3
The Boy Next Door,4.7
Time Is Illmatic,7.1
Salem,7.2
null,4.5
null,5.7
Storks,6.8
Love for Sale 2,7
K-9,6
null,6.2
null,7.4
Beyblade: Metal Fusion,6.1
null,6.8
Santa in Training,2.9
Same Kind of Different as Me,6.7
A Garota Invisível,4.7
"Hello, Privilege. It's Me, Chelsea",4.4
The Loft,6.3
Without Gorky,6.6
Law Abiding Citizen,7.4
Charité at War,7.9
Girl from Nowhere,7.7
Gad Elmaleh: American Dream,7.2
Cheers,7.9
The Guilty,7.5
Nang Nak,6.5
Good Girls,7.8
DOUBLE DECKER! ダグ＆キリル,7.3
Hatfields & McCoys,8
Perfect Bid: The Contestant Who Knew Too Much,6.6
LA 92,8.2
Wonho Chung: Live in New York,0
The Unborn Child,4.6
null,9.1
LOL,4.4
Everyday I Love You,7.1
THE NANNY DIARIES,6.2
null,7.6
revisions,6
Fruitvale Station,7.5
A.I.C.O.,6.4
Free!,7.4
As Espias!,7.1
The Recruit,6.6
Feria: The Darkest Light,5.7
Pegasus,6.3
Wet Woman in the Wind,5.8
Money Heist,8.2
Cabin Fever,3.7
The Sixth Sense,8.1
Parade's End,7.6
Road to Yesterday,6.1
null,5.9
The Burial of Kojo,6.5
Taken,6.6
Richie Rich,3.3
Howard the Duck,4.7
Avalanche,7.5
X Large,0
The Wizard of Oz,8
Chicken Kokkachi,4.8
Wallace & Gromit: The Curse of the Were-Rabbit,7.4
Once Again,7
The Magnificent Seven,6.9
Rita,8.1
The Cold Light Of Day,4.9
null,5.8
null,6.7
A Young Doctor's Notebook,7.9
Swearnet: The Movie,5.9
Trevor Noah: You Laugh But It's True,7.1
Dead Calm,6.8
THE MECHANIC,6.6
The Bible,7.5
Time Out,6.1
Dear My Friends,8.3
BEAUTY,0
Outbreak,7.5
Academia de Polícia 5: Missão em Miami,4.6
Magnus,7.1
Love O2O,6.5
Under the Dome,6.6
Van Helsing,6.1
Only You,6.5
Seven,7.5
We Are Young. We Are Strong.,7.1
The Duplex,2.6
Becoming Champions,6.7
Pandora,0
Walk Away from Love,7.3
Pompeii,5.5
null,5.9
Fary: Hexagone,6.5
Taare Zameen Par,8.4
Cocaine Coast,7.9
Taking Lives,6.2
Solo: A Star Wars Story,6.9
I Remember You,6.1
The Private Life of Sherlock Holmes,7.1
Capitão América: O Soldado do Inverno,7.7
Reservoir Dogs,8.3
The Waterboy,6.2
O Protegido,7.3
null,8.2
Vampire Effect,0
New Girl,7.7
In From the Cold,6.2
Lara Croft Tomb Raider: The Cradle of Life,5.6
Den of Thieves,7
Vampire Knight,7.4
俺を好きなのはお前だけかよ,7
Victim of Beauty,5.7
Used Goods,0
Sat Sri Akal,5.7
The Bonfire of Destiny,7.6
Nureyev,7.6
Mary Kom,6.8
Grizzlies,7.5
Fear Dot Com,3.4
Don Jon,6.5
From the Land of the Moon,6.7
Suckseed,7.4
Tayo the Little Bus,5.5
Seven (Tamil),0
Murder Party,5.8
Hari Kondabolu: Warn Your Relatives,6.4
Until Midnight,6.9
Monster-in-Law,5.6
The Sound,3.6
Quest for Camelot,6.3
Middle Men,6.8
Troy: Fall of a City,3.8
Won't You Be My NeighborF,8.4
Wanderlust,5.6
A Perfect Ending,5.7
null,6
Knight and Day,6.3
The Family,7.2
Puella Magi Madoka Magica the Movie: Rebellion,7.8
Luccas Neto in: The Magical Hotel 2,0
Eternally Confused and Eager for Love,0
Pahuna,7.5
Warm and Cozy,6.7
Once in a Lifetime Sessions with Moby,0
Come Sunday,6
null,8.6
Black Friday,8.5
I Am Vengeance: Retaliation,3.4
Ala Vaikunthapurramuloo,7.4
Back with the Ex,6.2
The Zookeeper's Wife,7
Nightcrawler,7.8
"To Each, Her Own",5.4
The Biggest Little Farm,8.1
One Piece Film Z,7.9
NiNoKuni,6.1
The Muppets Take Manhattan,6.9
Naa Bangaaru Talli,7.2
The Nutty Professor II: The Klumps,4.4
Tree Man,0
Zion,7.2
Yuuna and the Haunted Hot Springs,6.8
Once Upon a Time in Mexico,6.4
Destroyer,6.2
Super Monsters Back to School,6.1
Annabelle Hooper and the Ghosts of Nantucket,5.6
Middleditch & Schwartz,8.6
Hurricane Bianca,5.9
null,7.3
Pants on Fire,5.2
Azhar,5.7
Surga Yang Tak Dirindukan 2,7.1
Tunnel,8.3
Elite Short Stories: Phillipe Caye Felipe,6.3
Cooking on High,4.9
"Ayotzinapa, el paso de la tortuga",7.4
D.L. Hughley: Contrarian,6.6
Fireproof,6.6
My First First Love,7.5
Forgive Us Our Trespasses,6.5
George Lopez: We'll Do It For Half,5.6
The Ranch,7.5
Don't Crack Under Pressure II,0
Luna Petunia: Happy Birthday to You!,0
Max & Ruby,6.1
How Clean Is Your Crime Scene,0
Rocky III,6.8
"Lust, Caution",7.5
Çok Filim Hareketler Bunlar,4.4
Couple on the Backtrack,8
Strongest Deliveryman,7.3
No Fim do Túnel,7.1
D.L. Hughley: Clear,6.9
Dogwashers,5.7
Looney Tunes: Rabbits Run,0
When They Cry: 2020,0
Till Death,8.2
Luccas Neto in: Children's Day,1.9
Wyatt Earp,6.7
The Ones Below,6.1
Don't Trust the B---- in Apartment 23,7.3
Syriana,6.9
Deliver Us from Evil,6.2
The Hand of God: Through the Eyes of Sorrentino,7
Tokyo Ghoul: Pinto,7
Bento Harassment,6.5
The Tatami Galaxy,8.5
Maniac,7.1
A Million Ways to Die in the West,6.1
Kappela,7.6
The Danish Girl,7.1
Psiconautas,6.8
null,7.3
Goyo: The Boy General,6.7
Fear,6.3
The Guild,8.2
ABCD: Any Body Can Dance,6.3
Diagnosis,7.8
Son of the South,6
Night Stalker: The Hunt for a Serial Killer,7.5
Have a Good Trip: Adventures in Psychedelics,6.8
Use For My Talent,0
Rip Tide,5.5
Ip Man 3,7.1
Personal Shopper,6.1
Serenity,7.8
Crank: High Voltage,6.2
Just Another Christmas,6.7
null,5.6
ReMastered: Who Killed Jam Master Jay?,6.5
The River Wild,6.4
The Remix: Hip Hop X Fashion,7.2
La piloto,6.1
Insidious: The Last Key,5.7
null,6.7
The Beginning and End of the Universe,7.8
Shaun the Sheep: The Flight Before Christmas,7.3
Munich,7.5
Wild District,8.2
Kalakalappu,6.9
Rhys Nicholson Live at the Athenaeum,7.6
Vita & Virginia,5.8
Valentine's Day,5.7
The Sea of Trees,6.1
Policeman and Me,5.2
The Big Hit,6.1
Pranaam,4.4
Les Misérables 25th Anniversary,8.8
Dying of the Light,4.5
Edha,4.9
null,7.3
Shameless (U.S.),8.5
Homesick,5.6
Last Christmas,6.5
Deliha 2,4.5
Jagga Jasoos,6.5
Devil's Gate,5.1
Lost in London,4.8
Tall Girl 2,4.7
Budapest,5.5
The Smurfs,5.4
Bolt,6.8
Isi & Ossi,6.4
Selling Tampa,4.5
Anna and the Apocalypse,6.1
Happy Feet Two,5.9
The House Arrest of Us,5.8
null,7.6
Africa Salaryman,6.6
Cold War,6.7
Fate of Alakada,7
Tigertail,6.5
Jumanji: The Next Level,6.7
Haunters: The Art of the Scare,6.6
National Security,5.6
Glowing Embers,0
Ultras,6
Rurouni Kenshin: The Beginning,7.4
The Girl in the Yellow Jumper,5.4
Lilli,5.8
It Takes a Man and a Woman,6.8
null,7.3
Spivak,5.6
August: Osage County,7.2
Parrot Sketch Not Included: Twenty Years of Monty Python,8.1
Louis C.K.: Hilarious,8.4
The Pink Mirror,4.4
The Perfection,6.2
Rhyme Time Town Singalongs,8.1
Omar,7.5
Enola Holmes,6.6
Don,7.2
Omniscient,6.4
Colette,6.8
The Christmas Project,5.4
Fuga,6.2
Sunny Bunnies,6.7
Big Time Movie,6.4
Bhabi Ji Ghar Par Hain,8.5
4th Man Out,6.7
Super Monsters Furever Friends,5.7
Maze Runner: The Scorch Trials,6.3
Night Teeth,5.7
東のエデン,7.6
null,5.1
"Love, Sweat and Tears",7.6
Aftershock,4.8
Pineapple Express,6.9
"Faith, Hope & Love",6.2
This Was Tomorrow,0
Stunt Science,5
The Reconquest,6.6
Get Santa,6.3
Cheer Squad,7.4
SHIKUJIRI -Don't Screw Up Like Me!-,0
"Diana, Princess of Wales: A Celebration of a Life",5.8
How High 2,3.1
Svaha: The Sixth Finger,6.3
Blackadder,8
Arsenio Hall: Smart & Classy,0
Hachi: A Dog's Tale,8.1
null,8.1
Out of my league,6.1
The King and I,4.5
Haikyu!!,8.7
M Cream,0
The Plagues of Breslau,5.8
Carmen Sandiego: To Steal or Not to Steal,7.1
Guna 369,7
El Paseo 5,3.3
Spy,7
Ponysitters Club,5.9
The Translators,6.5
The Back-Up Plan,5.4
The Road,7.2
Sweet Girl,5.5
"The Wiggles: Ready, Steady, Wiggle",7.6
Against the Tide,7.6
Big Time,6.5
Hilda,8.6
Sur: The Melody of Life,6.4
Royal Pains,7.1
Seoul Searching,7
Aquarius,7.5
K-Project,7.3
"Sex, Explained",6.9
Grand Hotel,8.4
Half Baked,6.7
null,7.4
Racket Boys,2
The Forest,7.2
The Care Bears,0
Resident Evil: The Final Chapter,5.5
RUSSELL BRAND: RE:BIRTH,6.6
Harry Potter and the Deathly Hallows: Part 2,8.1
Monster Family,4.8
Cowboy Bebop,8.9
Perfume Imaginary Museum “Time Warp”,6.5
The Rap Game,5.8
Bottersnikes & Gumbles,5.1
null,6.1
Alien Worlds,6.5
Seven Souls in the Skull Castle: Season Wind,0
Happy as Lazzaro,7.5
Louis Theroux: Dark States - Trafficking Sex,0
null,7.7
The Age of Shadows,7.1
Nacho Libre,5.8
The Devil Is a Part-Timer!,7.7
Historia de un Clan,7.8
9 Months That Made You,7
Hilda and the Mountain King,7.8
Final Destination 3,5.8
Black or White,6.6
The Babadook,6.8
Iceman,4.8
Attack on Titan: Part 1,5
Chelsea Peretti: One of the Greats,6.9
"Yo soy Betty, la fea",8.2
Dolly Parton: A MusiCares Tribute,6.7
Angela's Christmas 2,7.1
null,6.4
Ne Zha,0
ドラゴンボールZ 絶望への反抗!!残された超戦士・悟飯とトランクス,0
Monster Hunter: Legends of the Guild,5.1
null,7.9
Domestic Girlfriend,6.7
"Fresh, Fried & Crispy",6.2
Babylon Berlin,8.4
Doob: No Bed of Roses,6.2
How to Sell Drugs Online (Fast),7.9
Unsolved,7.8
Off Camera,0
The Curious Creations of Christine McConnell,7.8
Mummy Dearest,0
Redwater,6.4
Queer Eye: We're in Japan!,8.2
School of Chocolate,7.7
Conan the Barbarian,5.2
Criminal: Germany,7.7
Carmen Sandiego,7.9
Love Is War,0
V.R. Troopers,5.8
Kicking & Screaming,5.6
The One,0
Room,8.1
Harry and the Hendersons,6
null,7.2
Black Is Beltza,5.8
銀河英雄伝説 Die Neue These 邂逅,7.7
Hold Tight,0
The Unknown Known,7.1
She's Dating the Gangster,7.2
The Student Cop,6.3
Just My Luck,5.4
Birds of Passage,7.5
null,3.4
Mann,6.2
Overlord: The Undead King,7.4
American Pie Presents: The Naked Mile,5.2
Assassin's Creed,5.7
null,7
Clean With Passion For Now,6.7
The Free Man,6.2
The Holiday Calendar,5.8
Speed Racer,6
Shaft,6.4
Una,0
Burn Burn Burn,6.9
Bheeshma,0
Dragon: The Bruce Lee Story,7
One Day We'll Talk About Today,7.5
Garfield's Fun Fest,4.4
Kuku Mathur Ki Jhand Ho Gayi,5.3
Melodies of Life - Born This Way,0
City Hunter: Shinjuku Private Eyes,6.5
Maharakshak Devi,7.1
LEGO Ninjago: Masters of Spinjitzu: Happy Birthday to You!,0
Death Note,7.6
Tree House Tales,0
The Rezort,5.3
"Sí, Mi Amor",0
Bangkok Traffic (Love) Story,7.2
The Spectacular Now,7.1
Chasing Trane,0
Mars Attacks!,6.4
The Detective Is Already Dead,6
null,7.3
The Frozen Ground,6.4
Paranormal Activity,6.3
The Real Football Factories,7.6
Tell It to the Bees,0
Broken Vows,4.3
Space Buddies,4.4
Dead Kids,0
Project Papa,6.5
My Little Pony Equestria Girls: Rollercoaster of Friendship,6.5
Midnight in the Switchgrass,4.4
The Physician,7.2
Adam Ruins Everything,7.9
Blown Away,7.1
The Vampire Diaries,7.7
Letters to Juliet,6.5
Mar de plástico,7.2
Princess 'Daya'Reese,7.2
Under an Arctic Sky,7.1
Around The World In 80 Days,5.9
Merry Men: The Real Yoruba Demons,5
The Angel,6.7
DuckTales - Os Caçadores de Aventuras,8.1
The Dead Lands,6.3
Spy Game,7.1
Bob Lazar: Area 51 & Flying Saucers,5.6
null,7.1
Ganglands,7
Stranger than Fiction,7.5
The Rat Race,0
Losing Sight of Shore,7.4
Jawbone,6.5
null,5.9
Awakenings,7.8
Mortal Engines,6.1
Wonder Boy,6.7
Step Up,6.5
The Devil Inside,4.2
Discovering Bigfoot,3.9
null,8.1
null,6.7
Christmas Under Wraps,6.3
The Challenge,7.8
The Hundred-Foot Journey,7.3
Kung Fu Yoga,5.2
The Judgement,7
Irul,5.8
null,4.9
Thomas & Friends: Steam Team to the Rescue,0
Willy Wonka & the Chocolate Factory,7.8
Unfriended: Dark Web,6
Razia Sultan - Die Herrscherin von Delhi,0
Con Air - Fortaleza Voadora,6.9
Six Flying Dragons,8.9
Invictus,7.3
Miss Fisher's Murder Mysteries,8.3
A Onda,6.7
The Informant!,6.4
Jo Koy: Comin' In Hot,7.3
null,6.1
Student of the Year,5.3
Growing Up Coy,5.7
Fishtronaut: The Movie,7.5
Mallesham,8.4
Crime Scene: The Times Square Killer,6.5
21,6.8
The Titan Games,7.1
null,7.8
Astra Lost in Space,8.1
Traffic,7.6
Your Name,0
The House That Made Me,0
E Agora Invadimos o Quê?,7.5
"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",8.7
Sommersby,6.2
Chip and Potato,6.3
Cellular,6.5
Dancing Angels,0
Beyblade,6.9
Legacies,7.4
Project Mc²: Happy Birthday to You!,0
Vanjagar Ulagam,6.2
Alone in Berlin,6.5
The Good Lie,7.4
Franco Escamilla: Por la anécdota,7
Shakespeare in Love,7.1
Oldsters,0
The Rider,7.5
One Spring Night,7.9
Vinnie Jones Toughest Cops,0
Before the Flood,8.2
Bride of Chucky,5.5
Rudy,7.5
Sarah Cooper: Everything's Fine,5.5
Bountiful Blessings,0
Kings,5.1
null,5
Urge,4.5
A Life of Speed: The Juan Manuel Fangio Story,6.9
Trollhunters: Happy Birthday to You!,0
DreamWorks Home: For the Holidays,5
It Could Happen to You,6.4
null,6.8
Knocking on Heaven's Door,6.8
Favela,5.8
Señora Acero,7
null,6
Café Society,6.6
Oh My God,8.1
Mean Girls,7
Playing for Keeps,5.7
The Little Prince,7.7
null,6.9
One Flew Over the Cuckoo's Nest,8.7
null,5.5
All Hallows' Eve,5.1
Feel Rich: Health Is the New Wealth,6.4
Mercy,0
Tyler Perry's Madea's Big Happy Family,4.8
Wild Chives and Soy Bean Soup: 12 Years Reunion,7.4
Jonah: A VeggieTales Movie,6.5
Chilling Adventures of Sabrina,7.4
Snow Buddies,5.2
The River Thief,5.3
Salvados,8.6
Say I Do,7.8
The Scholar Who Walks the Night,7.3
Warfighter,0
Look for a Star,5.6
Golden Shoes,3.6
Captain Underpants: The First Epic Movie,6.2
null,8.5
Eternal Sunshine of the Spotless Mind,8.3
Shtisel,8.6
The Gospel of Luke,7.1
End Day,5.7
For the Birds,6.7
The Family That Sings Together: The Camargos,5.3
Mater,4.7
Alvin and the Chipmunks Meet Frankenstein,6.2
null,6.6
Shelby American,7.3
Blue Exorcist: The Movie,7.2
The Trip 4 - The Family goes to Miami,6.7
Okja,7.3
Gone,6
The Flower of My Secret,7
The Tuxedo,5.4
null,5.5
Whitney Cummings: Money Shot,6.2
The Duel,5.8
Tag,6.1
APEX: The Story of the Hypercar,7.3
Will You Be There,7
YG Future Strategy Office,6.9
The Hunger Games: Mockingjay - Part 2,6.6
Coven of Sisters,6.4
The Land Before Time,7.4
Jarhead,7
The Ronda Rousey Story: Through My Father's Eyes,6.2
Iliza Shlesinger: War Paint,6.7
DreamWorks How to Train Your Dragon Legends,7.5
A Beautiful Day in the Neighborhood,7.3
Savage Raghda,5.3
The Hungover Games,3.5
Just Short of Perfect,5.3
Iliza Shlesinger: Freezing Hot,6.9
Crash,7.7
Your Life Is a Joke,5.5
Arifureta: From Commonplace to World's Strongest,7.1
"Love, Surreal and Odd",5.6
John of God: The Crimes of a Spiritual Healer,6.5
null,7.2
Inuyashiki,6.6
Human Nature,7.7
Dungeons & Dragons,3.7
Deliha,4.5
"For a Good Time, Call...",6
The Little Stranger,5.5
Dean,6.3
Totally Spies!,7.1
She's Gotta Have It,6.8
Sarvam Thaala Mayam,7.6
The Crush,5.8
Chandani: The Daughter of the Elephant Whisperer,7
Dating Amber,7
Concussion,7.2
Zombieland: Double Tap,6.7
Set It Up,6.5
null,6.5
London Heist,5.2
A Special Lady,5.6
Caddyshack 2,3.8
null,7
Haganai,7.1
Mukhsin,7.2
null,7.4
Man in Love,7
The Flintstones in Viva Rock Vegas,3.7
Super Monsters Save Halloween,5.6
2 Fast 2 Furious,5.9
Scooby-Doo,5.2
Yeh Meri Family,9.1
22 Jump Street,7
Durarara!!,7.9
Ray Donovan,8.3
Kaththi,0
In Search of Israeli Cuisine,0
Star-Crossed,7.3
Engineering Girls,6.9
Push,6.1
null,5.5
Parasyte: The Maxim,8.3
Marco Luque: Tamo Junto,4.4
Kobato.,7.3
Sommore: The Reign Continues,7
The Sunchaser,6.1
Silicon Cowboys,6.8
Saved!,6.7
Move,7.5
To Noora with Love,5.1
Nick Offerman: American Ham,0
The Scorpion King,5.5
Pachamama,6.8
Marcella,7.4
The Katsuragi Murder Case,6.2
Due Date,6.5
Mark of the Devil,3.2
Jeff Dunham: Arguing with Myself,8
Leah Remini: Scientology and the Aftermath,9
Rocks,7.5
The King,7.3
It's Not Yet Dark,7.5
Chicago Typewriter,8.3
"Out of Many, One",5.7
Wild Caribbean,8.1
How to Break Up With Your Loser,5.1
Dogtown and Z-Boys,7.7
H2O: Just Add Water,7.3
Chal Mere Bhai,4.7
Prelude to War,7
The Blazing Sun,7.4
Tierra de Reyes,7.9
Escape Room: Tournament Of Champions,5.8
Enemy,0
The Player,0
Highway,7.6
Eternal Love,8.3
Quantico,6.7
Ryuichi Sakamoto: async at the Park Avenue Armory,7.2
Captain Fantastic,7.9
Queen of the Desert,5.7
Women at War 1914-1918,7.8
My Days of Mercy,6.5
Children of God,6.4
null,6.5
Erased,8.5
Kazoops!,7.2
The Queen's Corgi,4.8
The Egyptian Nightingale,5
Disenchantment,7.2
Madras Café,7.7
Black Snake Moan,6.9
Urvi,6.9
Fierce,0
Cousins,7
Downfall: The Case Against Boeing,7.5
Meditation Park,7.1
Oddbods: The Festive Menace,4.3
Galinha Pintadinha,0
Nadiya’s Time to Eat,7.4
15 August,5.9
Tony Manero,6.8
Fuller House,6.7
Malcriados,6.2
Insan,4.7
Ready,4.8
Jarhead 2: Field of Fire,5.5
null,6.6
Duck Butter,5.3
Silver Linings Playbook,7.7
Kiss & Cry,6.7
Audrie & Daisy,7.2
Days We Stared at the Sun,7.9
Fireplace for Your Home,0
Villains,6.2
Eternal Summer,7.1
Money for Nothing,0
Sentinelle,4.7
Jai Mummy Di,3.7
Welcome to Waikiki 2,8.3
Trailer Park Boys: Out of the Park: USA,0
Bir Çocuk Sevdim,6.4
The War Below,6.5
Good Time,7.4
Criminal: Spain,6.9
The Devil Next Door,7.6
Highlander,7.1
Blood Out,4.5
Delhis vackraste händer,6.7
Hard Times,5.9
Mr. Young,6.1
Nobel,8.1
The Alienist,7.7
A Dog's Way Home,6.7
Dismissal,5
Hostel: Part III,4.6
Jo Pil-ho: The Dawning Rage,6.4
null,5.7
Below Her Mouth,0
Peach Boy Riverside,6.3
Decoupled,8
Pitch Black,7.1
Juanita,6
Pelé: Birth of a Legend,7.2
Scoob,5.7
Love Is in the Air,0
Nocturnal Animals,7.5
null,6
The Pirates! Band of Misfits,6.7
The Best Offer,7.8
Bomb Scared,5.6
Face 2 Face,7.3
I See You,6.8
Bride For Rent,6.5
The L Word,7.6
null,8.1
Home: Adventures with Tip & Oh,6.1
null,5.6
1945: The Savage Peace,7.7
Malibu Rescue: The Series,5.6
Yoko and His Friends,6.8
Fearless,7.2
Love and Marriage,0
Axone,7
Get Out,7.7
null,5.9
Frozen: O Reino do Gelo,7.4
Guerras de Verão,7.5
Little Sister,6.3
The Craigslist Killer,5.3
A Fish Called Wanda,7.5
Sir Alex Ferguson: Secrets of Success,7.2
The Great British Baking Show: The Beginnings,8.6
Bombay Rose,6.2
Natalie Palamides: Nate - A One Man Show,6.6
Wildlife SOS,0
Kalek Shanab,0
My Stupid Boss,7.1
Ghosts of War,5.6
Girl with a Pearl Earring,6.9
Vir Das: For India,7.8
Transformers: Age of Extinction,5.6
A Dog's Journey,7.5
The Peacemaker,6
The Visit,6.3
Herrens veje,7.7
Nobody Speak: Trials of the Free Press,6.5
O Animal Cordial,6.4
An Astrological Guide for Broken Hearts,7.1
Meridian,0
Cam,5.9
Yasuke,6.2
The Search,5.5
High Risk,0
American Factory,7.4
The Minimalists: Less Is Now,5.9
ドラゴンボールZ 地球まるごと超決戦,6.9
The Edge of Seventeen,7.3
Don't Go Breaking My Heart 2,5.4
Wild Child,6.1
The Inerasable,5.9
The Break-Up,5.8
Christmas Crossfire,4.8
Love and Monsters,7
Space Pirate Captain Harlock,6.4
Molly's Game,7.4
Irreplaceable You,6.4
Little Women,5.2
The Incredible Hulk,6.6
Sinkhole,0
Dirty Money,8.1
Top Gun,6.9
The Campaign,6.1
Oktoberfest: Beer & Blood,6.8
"Mum, Dad, Meet Sam",4.1
null,6.9
El Chapo,7.8
null,7.3
SKY Castle,8.7
A Star Is Born  1976,0
Light in the Dark,6
A Love Story,6.5
null,8.1
The Oath,6.4
Arthur and the Invisibles,6
Terminator Salvation,6.5
The Book of Sun,0
BlacKkKlansman,7.5
Ghost Ship,5.5
Not Safe for Work,5.8
Amandla,5.6
null,6.4
A Russell Peters Christmas Special,4.1
Company of Heroes,5.1
Alone/Together,6.7
Kabukicho Love Hotel,6.9
Booksmart,7.2
Don't be the First one,0
Bombay Begums,5
Miss Lovely,6.9
Great Yellowstone Thaw,7.7
null,7.5
Entanglement,6
The Hatred,3.6
Ninja Turtles: The Next Mutation,4.4
デジモンアドベンチャーtri.（トライ）第２章「決意」,7.4
Suits,0
Bibi & Tina,4.8
null,8.2
The Platform,7
The Queen and the Conqueror,6.8
Little Baby Bum: Nursery Rhyme Friends,6.4
Main Hoon Na,7
null,7.7
A World Not Ours,8
Zero to Hero,6.7
Miss Stevens,6.6
Rush Hour 2,6.6
The IT Crowd,8.5
Slow Start,6.6
The Blue Umbrella,7.4
Stallone Cobra,5.8
Mary and The Witch's Flower,6.8
The Perfect Storm,6.4
Untamed Romania,8.5
Inglourious Basterds,8.3
ココロコネクト,7.5
The Prince of Egypt,7.1
Dublin Oldschool,6.1
Agent,0
Who's the Boss,5.6
O Livro da Selva,7.4
The Riot Club,6
Shine On with Reese,7.6
My Octopus Teacher,8.1
null,7.4
The Irregulars,6
Ong Bak 3,5
Flavors of Youth: International Version,6.6
Lady Boss: The Jackie Collins Story,6.8
Attacking the Devil: Harold Evans and the Last Nazi War Crime,8
Ashes in the Snow,6.6
Light the Night,7.5
Alpha and Omega: The Legend of the Saw Tooth Cave,5.3
Sarkar (Tamil),7
For the Win,0
Minnaminungu The Firefly,7.7
Unleashed,7
Perfect World,7
Bring It On: In It to Win It,5.3
"Yours Sincerely, Kanan Gill",7.3
Revenge Porn: Paint it Black,5.7
The Cell,6.4
